,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
1083,1,0,3.7,47,30,66,844,400.0,5047
1084,1,1,4.2,150,1,13,462,600.0,5047
1085,1,0,3.0,290,1,62,1215,450.0,5047
1086,1,0,4.4,356,30,30,773,400.0,5047
1087,1,0,4.2,249,30,30,773,300.0,5047
1088,1,0,3.8,82,0,62,327,1000.0,5047
1089,1,0,3.9,91,30,13,439,300.0,5047
1090,1,0,3.8,164,4,62,1476,600.0,5047
1091,1,0,3.5,179,1,20,1208,600.0,5047
1092,1,0,3.9,153,28,41,427,400.0,5047
1093,1,0,3.5,79,30,20,72,600.0,5047
1094,1,0,4.1,558,4,62,1547,150.0,5047
1095,1,0,4.0,197,1,30,767,300.0,5047
1096,1,1,4.3,1129,30,20,1009,1300.0,5047
1097,1,0,4.0,89,30,62,1551,200.0,5047
1098,1,0,2.8,45,1,20,1483,800.0,5047
1099,1,0,3.7,54,4,13,359,600.0,5047
1100,1,1,4.1,442,30,60,692,1200.0,5047
1101,1,0,4.4,659,30,12,217,600.0,5047
1102,1,0,4.2,261,30,13,389,700.0,5047
1103,1,0,4.1,176,4,20,68,800.0,3310
1104,1,0,3.8,61,4,62,1021,100.0,4287
1105,1,0,3.8,75,1,62,836,200.0,246
1106,1,1,4.5,1872,0,13,394,900.0,5047
1107,1,0,4.1,30,30,9,231,100.0,5047
1108,1,0,3.6,105,1,20,1678,700.0,4856
1109,1,0,3.8,74,4,62,1589,300.0,4412
1110,1,0,4.0,136,30,62,1571,350.0,5047
1111,1,0,3.7,71,30,20,1209,450.0,5047
1112,1,0,3.9,178,28,30,767,400.0,1637
1113,1,0,3.9,233,30,20,1007,800.0,5047
1114,1,0,2.7,97,4,20,1575,400.0,5047
1115,1,0,3.8,144,1,13,533,700.0,5047
1116,1,0,2.8,137,0,62,1451,300.0,5047
1117,1,1,4.1,970,30,54,1313,1500.0,5047
1118,1,0,3.9,135,1,20,1222,800.0,5047
1119,1,0,3.7,514,4,13,458,600.0,5047
1120,1,0,3.9,914,28,4,1266,1000.0,5047
1121,1,0,2.9,177,30,20,1211,700.0,5047
1122,1,0,3.9,157,85,20,1196,450.0,5047
1123,1,0,3.9,70,1,30,846,400.0,5047
1124,1,0,3.9,247,30,13,406,400.0,5047
1125,1,0,3.6,62,1,65,985,600.0,5047
1126,1,0,3.0,57,30,62,1329,400.0,5047
1127,1,0,4.1,204,30,30,956,300.0,5047
1128,1,0,3.9,519,1,20,561,900.0,5047
1129,1,0,4.1,119,28,20,1485,800.0,5047
1130,1,0,4.1,130,30,13,473,650.0,5047
1131,1,0,2.6,208,28,20,602,650.0,5047
1132,1,1,4.0,349,1,20,1519,1200.0,1161
1133,1,0,3.3,128,1,62,1196,300.0,5047
1134,1,0,4.0,1778,30,62,1444,200.0,5047
1135,0,0,4.1,279,4,62,873,200.0,5047
1136,1,0,3.8,469,4,20,1208,750.0,5047
1137,1,0,4.3,322,30,20,1547,400.0,5047
1138,1,0,3.8,90,1,13,332,650.0,5047
1139,1,0,3.6,81,73,20,1196,500.0,4950
1140,1,0,3.9,214,0,20,1235,400.0,5047
1141,1,0,4.3,316,4,62,1547,100.0,5047
1142,1,0,3.5,56,30,30,958,400.0,5047
1143,1,0,2.6,157,30,13,346,450.0,5047
1144,1,1,4.1,553,30,20,991,900.0,5047
1145,1,0,3.9,126,30,62,1589,400.0,1785
1146,1,1,4.1,1403,28,26,1296,1100.0,5047
1147,1,0,3.0,213,1,62,1428,400.0,5047
1148,1,0,2.8,102,3,62,1196,350.0,5047
1149,1,0,3.7,178,0,62,1196,400.0,5047
1150,1,0,3.8,527,4,20,1156,500.0,5047
1151,1,0,4.6,228,30,13,359,400.0,5047
1152,1,0,3.7,158,30,20,251,700.0,5047
1153,1,0,4.0,308,30,13,388,750.0,5047
1154,0,0,3.8,148,4,22,1194,550.0,5047
1155,1,0,3.9,388,1,20,299,650.0,5047
1156,1,0,3.8,70,30,62,1451,200.0,5047
1157,1,0,3.8,42,1,62,1589,300.0,5047
1158,1,0,3.9,144,30,20,1268,550.0,3048
1159,1,0,3.6,34,28,30,956,300.0,5047
1160,1,0,4.0,507,28,19,460,1000.0,5047
1161,1,0,3.7,133,30,20,607,700.0,3706
1162,1,1,3.9,886,28,20,1156,900.0,5047
1163,1,0,3.6,129,1,20,1091,600.0,5047
1164,1,0,3.8,74,85,20,672,1000.0,4132
1165,1,0,4.1,216,4,13,391,500.0,5047
1166,1,0,4.4,181,30,9,231,250.0,5047
1167,1,0,3.9,888,1,20,1434,750.0,5047
1168,1,0,3.9,84,30,69,1121,400.0,5047
1169,1,0,3.8,160,1,20,1196,700.0,5047
1170,1,1,4.2,1901,30,13,423,800.0,5047
1171,1,0,3.9,314,30,62,1639,300.0,5047
1172,1,0,3.6,143,30,20,1554,750.0,5047
1173,1,0,3.8,286,4,20,1156,600.0,5047
1174,1,0,4.1,739,28,29,565,500.0,5047
1175,1,0,2.5,35,4,62,817,200.0,5047
1176,1,1,4.2,237,28,22,349,600.0,5047
1177,1,1,4.1,1875,30,20,1159,1200.0,5047
1178,1,1,3.8,361,30,20,291,600.0,5047
1179,1,1,4.3,548,73,20,570,1200.0,5047
1180,1,0,4.1,787,1,20,594,800.0,2924
1181,0,0,4.1,428,4,20,1451,1000.0,5047
1182,1,0,3.9,101,4,62,1547,150.0,5047
1183,1,0,4.2,150,30,20,1156,800.0,5047
1184,1,0,4.2,2353,28,20,1156,800.0,5047
1185,1,0,2.5,247,1,20,1156,500.0,5047
1186,0,0,3.7,217,4,20,1281,450.0,5047
1187,1,1,4.3,881,30,20,558,1700.0,5047
1188,1,0,4.0,232,30,62,1561,400.0,5047
1189,1,0,4.0,116,28,20,604,400.0,5047
1190,1,0,2.6,72,4,62,1589,300.0,5047
1191,0,0,3.9,206,4,62,1585,450.0,5047
1192,1,0,4.1,90,30,62,1547,100.0,5047
1193,1,0,3.4,58,4,13,436,400.0,5047
1194,0,0,3.8,148,4,62,873,150.0,5047
1195,1,0,3.9,221,30,20,521,700.0,5047
1196,1,1,4.1,775,1,20,1386,800.0,5047
1197,1,1,3.5,431,30,20,1156,800.0,5047
1198,1,1,3.8,584,30,20,1381,1200.0,5047
1199,1,0,4.0,232,4,20,1196,750.0,5047
1200,1,0,4.1,449,4,62,1628,100.0,5047
1201,1,0,3.9,200,28,62,1087,400.0,5047
1202,1,1,4.0,866,30,20,1296,900.0,5047
1203,1,0,3.8,412,30,20,77,700.0,5047
1204,1,0,3.7,117,28,62,1156,150.0,5047
1205,1,1,4.1,2339,30,20,1206,1500.0,5047
1206,1,1,4.1,353,66,20,1549,1200.0,5047
1207,1,0,3.2,96,46,62,1156,400.0,5047
1208,1,0,3.9,543,4,62,1571,300.0,5047
1209,1,1,4.0,633,1,20,1196,800.0,5047
1210,1,1,4.2,815,30,20,1196,900.0,5047
1211,1,0,3.7,59,1,62,1451,200.0,5047
1212,1,1,4.2,2022,30,20,1416,1000.0,5047
1213,1,0,4.1,179,73,20,1535,600.0,5047
1214,1,1,3.9,142,30,20,1093,1000.0,5047
1215,1,0,4.2,185,0,51,1209,300.0,5047
1216,1,1,4.4,1224,30,20,1343,1000.0,5047
1217,1,0,4.3,275,4,62,1547,100.0,5047
1218,1,0,3.8,280,30,20,283,800.0,5047
1219,1,0,3.8,122,30,20,1088,700.0,5047
1220,1,1,3.8,560,28,20,1156,800.0,5047
1221,1,0,2.9,62,30,65,548,650.0,1323
1222,0,1,3.7,151,30,46,1158,1350.0,5047
1223,1,0,4.1,139,30,20,1277,550.0,5047
1224,1,0,4.0,219,4,13,455,600.0,5047
1225,0,1,4.1,2303,30,20,1196,950.0,5047
1226,0,0,4.0,104,13,20,1196,650.0,5047
1227,0,0,3.5,334,30,20,1156,600.0,5047
1228,0,0,3.8,36,1,29,1314,400.0,5047
1229,0,1,3.8,176,30,20,1158,1350.0,5047
1230,0,0,3.5,52,1,62,1547,300.0,5047
1231,0,0,2.7,128,1,20,604,850.0,5047
1232,1,1,3.8,203,66,20,1258,1200.0,5047
1233,1,1,4.1,1077,30,20,1196,1000.0,5047
1234,1,0,3.1,68,30,62,1148,550.0,5047
1235,1,0,4.1,185,30,62,1022,200.0,5047
1236,1,0,3.9,40,4,20,1280,600.0,5047
1237,1,0,3.6,43,28,20,583,600.0,5047
1238,1,1,3.7,36,30,20,586,650.0,5047
1239,0,0,4.1,868,1,57,704,1200.0,5047
1240,0,1,3.8,235,30,20,1066,1000.0,5047
1241,0,0,3.0,98,1,4,1196,800.0,5047
1242,1,0,3.8,75,30,62,1046,300.0,5047
1243,0,0,4.3,141,30,70,1120,200.0,5047
1244,0,0,4.0,920,30,20,43,600.0,5047
1245,0,0,3.8,71,30,41,1563,1200.0,5047
1246,0,1,4.2,731,30,13,393,800.0,5047
1247,0,0,4.3,345,1,30,956,400.0,5047
1248,0,1,4.1,102,30,13,379,800.0,5047
1249,0,0,4.2,244,1,20,1000,800.0,5047
1250,0,0,4.0,1047,1,62,980,450.0,5047
1251,0,0,3.9,56,30,30,795,200.0,5047
1252,0,1,3.6,571,30,20,701,800.0,5047
1253,0,0,3.6,299,1,62,868,300.0,5047
1254,0,0,3.8,39,1,62,1563,350.0,5047
1255,0,0,4.0,62,30,13,332,150.0,5047
1256,0,0,3.2,59,30,16,436,550.0,5047
1257,0,0,4.0,147,30,30,767,400.0,5047
1258,0,0,3.7,65,1,62,873,300.0,5047
1259,1,0,3.5,41,75,44,1475,400.0,5047
1260,1,0,3.9,60,30,12,217,400.0,5047
1261,1,0,3.8,109,30,20,1196,500.0,5047
1262,1,0,3.9,193,28,20,1589,400.0,5047
1263,1,0,3.8,59,1,20,1196,750.0,5047
1264,1,0,3.8,186,28,13,339,500.0,5047
1265,0,0,4.2,502,4,0,175,150.0,5047
1266,0,0,4.3,372,4,30,956,400.0,5047
1267,0,0,4.0,98,4,70,1123,400.0,5047
1268,1,0,3.9,56,4,30,773,400.0,5047
1269,0,0,3.9,95,4,30,175,400.0,5047
1270,1,0,4.0,73,4,0,194,300.0,5047
1271,1,0,4.0,219,4,13,455,600.0,5047
1272,1,0,3.8,71,4,30,959,400.0,5047
1273,1,0,4.1,216,4,13,391,500.0,5047
1274,1,0,4.1,46,4,9,214,400.0,5047
1275,1,0,2.7,97,4,20,1575,400.0,5047
1276,0,1,4.3,633,30,16,413,800.0,5047
1277,0,0,4.5,197,30,30,956,400.0,5047
1278,0,0,4.3,141,30,70,1120,200.0,5047
1279,1,0,4.0,1778,30,62,1444,200.0,5047
1280,0,0,4.4,366,30,30,956,150.0,5047
1281,0,0,4.2,223,30,13,501,800.0,5047
1282,0,0,4.2,820,30,9,214,250.0,5047
1283,0,0,4.4,356,1,69,1116,150.0,5047
1284,1,0,4.4,356,30,30,773,400.0,5047
1285,0,0,3.9,56,30,30,795,200.0,5047
1286,1,0,4.2,95,30,11,214,400.0,5047
1287,1,0,4.2,228,30,30,181,500.0,5047
1288,1,0,3.8,152,30,30,773,350.0,5047
1289,1,0,4.1,438,30,30,791,500.0,5047
1290,0,0,4.1,108,30,13,427,700.0,5047
1291,1,0,4.3,860,1,30,789,500.0,5047
1292,1,0,3.5,56,30,30,958,400.0,5047
1293,1,0,3.7,47,30,66,844,400.0,5047
1294,1,0,3.8,918,1,16,484,800.0,5047
1295,1,0,4.0,253,30,30,773,300.0,5047
1296,1,0,3.9,210,30,11,778,400.0,5047
1297,1,0,4.1,210,30,32,214,150.0,5047
1298,1,0,3.8,144,1,13,533,700.0,5047
1299,1,0,4.2,249,30,30,773,300.0,5047
1300,0,0,4.1,59,30,30,956,200.0,5047
1301,0,0,4.0,147,30,30,767,400.0,5047
1302,1,0,3.9,70,1,30,846,400.0,5047
1303,1,0,4.1,204,30,30,956,300.0,5047
1304,1,0,3.9,750,4,20,1277,500.0,5047
1305,0,1,4.3,1037,4,20,768,1000.0,5047
1306,1,0,4.0,232,4,20,1196,750.0,5047
1307,0,0,3.8,166,4,20,1406,600.0,5047
1308,0,0,3.9,153,4,20,1547,350.0,5047
1309,1,1,4.6,1755,4,22,1468,600.0,5047
1310,0,0,4.1,428,4,20,1451,1000.0,5047
1311,1,0,3.8,469,4,20,1208,750.0,5047
1312,1,0,3.9,240,4,13,332,700.0,5047
1313,1,0,3.8,527,4,20,1156,500.0,5047
1314,1,0,4.1,364,4,20,1566,550.0,5047
1315,0,0,2.7,377,4,57,1292,1100.0,5047
1316,0,0,3.8,148,4,22,1194,550.0,5047
1317,1,0,3.8,286,4,20,1156,600.0,5047
1318,0,0,3.9,206,4,62,1585,450.0,5047
1319,0,0,3.9,133,4,20,979,650.0,5047
1320,0,0,3.6,160,4,20,56,800.0,5047
1321,1,0,4.0,219,4,13,455,600.0,5047
1322,0,1,3.7,64,4,4,878,2200.0,5047
1323,1,0,4.1,216,4,13,391,500.0,5047
1324,1,0,3.7,514,4,13,458,600.0,5047
1325,1,0,3.7,54,4,13,359,600.0,5047
1326,1,0,2.7,97,4,20,1575,400.0,5047
1327,1,0,4.1,176,4,20,68,800.0,5047
1328,1,0,3.8,540,4,20,1353,650.0,5047
1329,1,0,3.4,58,4,13,436,400.0,5047
1330,0,0,3.7,217,4,20,1281,450.0,5047
1331,0,0,3.7,61,4,20,310,600.0,5047
1332,0,0,3.9,111,4,20,1258,700.0,5047
1333,1,0,3.9,40,4,20,1280,600.0,5047
1334,0,0,3.8,55,75,44,595,300.0,5047
1335,0,0,4.5,2896,4,62,1547,250.0,5047
1336,0,0,4.4,4460,4,62,1547,150.0,5047
1337,0,0,4.8,2679,4,62,1547,100.0,5047
1338,1,0,3.9,101,4,62,1547,150.0,5047
1339,1,0,4.1,1720,4,62,1355,400.0,5047
1340,1,0,4.1,558,4,62,1547,150.0,5047
1341,1,0,4.2,64,4,62,1510,500.0,5047
1342,1,0,4.1,449,4,62,1628,100.0,5047
1343,1,0,3.8,319,4,62,322,400.0,5047
1344,0,0,3.9,100,4,62,1589,300.0,5047
1345,1,0,3.6,276,4,62,322,500.0,5047
1346,0,0,4.2,253,4,62,1547,250.0,5047
1347,1,0,4.2,444,4,62,1547,100.0,5047
1348,0,0,4.1,279,4,62,873,200.0,5047
1349,1,0,4.3,275,4,62,1547,100.0,5047
1350,0,0,4.1,238,4,62,1547,600.0,5047
1351,1,0,3.7,93,4,62,1628,200.0,5047
1352,1,0,3.8,74,4,62,1589,300.0,5047
1353,0,0,3.8,124,4,62,1574,300.0,5047
1354,1,0,3.9,770,4,62,1474,400.0,3385
1355,0,0,4.2,257,4,62,1547,150.0,5047
1356,0,0,4.2,196,4,62,1636,250.0,5047
1357,1,0,4.0,133,4,62,817,200.0,5047
1358,1,0,4.1,169,4,62,684,500.0,5047
1359,1,0,3.9,549,4,62,1571,300.0,5047
1360,0,0,4.1,181,4,62,1547,100.0,5047
1361,1,0,2.9,142,4,62,1474,750.0,5047
1362,1,0,3.9,75,4,30,792,400.0,4274
1363,0,0,4.0,53,4,62,1547,300.0,5047
1364,1,0,3.8,177,4,62,1508,500.0,5047
1365,0,0,4.2,280,4,62,1547,150.0,5047
1366,0,0,4.1,52,4,62,1547,150.0,5047
1367,1,0,3.9,142,4,62,1636,200.0,5047
1368,0,0,2.7,51,4,62,1597,600.0,5047
1369,0,0,2.5,35,4,62,817,200.0,5047
1370,0,0,4.0,65,4,62,1547,200.0,5047
1371,1,0,2.6,72,4,62,1589,300.0,5047
1372,0,0,3.8,150,4,62,873,150.0,5047
1373,1,0,3.8,166,4,62,1476,600.0,5047
1374,1,0,4.0,157,4,62,323,600.0,4927
1375,1,1,4.2,2049,30,20,1416,1000.0,5047
1376,1,0,4.5,4569,30,20,239,600.0,5047
1377,1,1,4.1,1903,30,20,1376,1200.0,5047
1378,0,1,4.1,2359,30,20,1196,950.0,5047
1379,1,1,4.3,1302,30,22,922,800.0,5047
1380,1,1,4.1,2365,30,20,1206,1500.0,5047
1381,0,1,4.3,1278,30,21,1480,1000.0,5047
1382,1,0,4.2,109,30,20,129,800.0,5047
1383,1,1,4.1,336,30,20,651,700.0,5047
1384,1,1,4.3,1161,30,20,1009,1300.0,5047
1385,0,0,4.2,760,30,62,1552,350.0,5047
1386,1,0,4.0,201,30,20,1156,800.0,5047
1387,1,0,3.7,429,30,20,77,700.0,5047
1388,0,0,4.2,737,30,13,332,500.0,5047
1389,1,1,4.1,682,30,21,50,1000.0,5047
1390,1,1,4.1,1008,30,54,1313,1500.0,3680
1391,1,0,4.1,825,30,13,437,400.0,5047
1392,1,0,4.2,325,1,62,1156,350.0,5047
1393,1,0,4.4,5060,30,20,1402,750.0,2114
1394,1,1,4.1,804,1,20,1386,800.0,5047
1395,1,1,4.0,884,30,20,1296,900.0,5047
1396,0,0,4.0,950,30,20,43,600.0,5047
1397,1,0,4.1,631,30,20,288,750.0,4357
1398,0,1,4.2,731,30,13,393,800.0,5047
1399,1,1,4.1,442,30,60,692,1200.0,5047
1400,1,1,4.2,354,1,20,151,800.0,5047
1401,0,1,4.1,102,30,13,379,800.0,5047
1402,1,1,4.1,364,30,20,1665,1200.0,5047
1403,1,0,4.0,465,30,20,1597,600.0,5047
1404,1,0,3.8,242,30,20,1089,650.0,5047
1405,1,1,4.2,2115,1,20,1481,800.0,5047
1406,0,0,4.2,223,30,13,501,800.0,5047
1407,1,0,4.3,322,30,20,1547,400.0,5047
1408,1,1,4.1,1063,30,21,987,1200.0,5047
1409,1,0,4.4,181,30,9,231,250.0,5047
1410,0,0,4.2,244,1,20,1000,800.0,5047
1411,0,0,3.9,284,30,20,1277,450.0,5047
1412,1,0,3.9,221,30,20,521,700.0,5047
1413,0,0,4.1,868,1,57,704,1200.0,5047
1414,0,0,4.1,707,30,13,445,850.0,5047
1415,1,0,4.2,261,30,13,389,700.0,5047
1416,0,1,3.8,977,1,46,878,1300.0,5047
1417,1,1,4.2,150,1,13,462,600.0,5047
1418,1,1,4.2,1901,30,13,423,800.0,5047
1419,0,0,4.0,104,13,20,1196,650.0,5047
1420,1,0,4.0,324,1,13,462,700.0,5047
1421,1,0,4.6,228,30,13,359,400.0,5047
1422,1,0,4.2,504,1,13,485,550.0,5047
1423,0,1,4.0,370,30,20,1309,1000.0,5047
1424,1,0,4.2,1647,1,20,609,600.0,5047
1425,1,0,4.1,130,30,13,473,650.0,5047
1426,1,1,4.2,815,30,20,1196,900.0,5047
1427,0,0,4.2,380,30,62,266,400.0,5047
1428,0,1,3.6,571,30,20,701,800.0,5047
1429,1,1,3.5,431,30,20,1156,800.0,5047
1430,1,0,4.0,1778,30,62,1444,200.0,5047
1431,0,0,4.1,108,30,13,427,700.0,5047
1432,1,0,4.0,136,30,62,1571,350.0,5047
1433,1,1,4.1,553,30,20,991,900.0,5047
1434,1,0,3.9,135,1,20,1222,800.0,5047
1435,1,0,3.8,918,1,16,484,800.0,5047
1436,1,0,3.8,59,1,20,1196,750.0,5047
1437,0,0,3.8,71,30,41,1563,1200.0,5047
1438,1,0,3.9,233,30,20,1007,800.0,5047
1439,1,0,3.6,105,1,20,1678,700.0,5047
1440,1,0,3.8,155,30,20,1597,450.0,5047
1441,0,0,4.4,134,30,62,1547,150.0,5047
1442,1,0,3.8,90,1,13,332,650.0,5047
1443,1,0,3.0,73,73,20,1156,500.0,5047
1444,1,0,3.9,144,30,20,1268,550.0,5047
1445,0,1,3.7,151,30,46,1158,1350.0,5047
1446,0,0,4.0,1047,1,62,980,450.0,5047
1447,1,1,4.0,633,1,20,1196,800.0,5047
1448,0,0,3.5,334,30,20,1156,600.0,5047
1449,0,0,3.8,68,13,62,1181,400.0,5047
1450,1,0,3.9,49,30,62,1587,200.0,5047
1451,0,0,4.2,421,30,62,1547,100.0,5047
1452,1,0,3.8,339,30,62,1589,400.0,5047
1453,1,0,3.8,144,1,13,533,700.0,5047
1454,1,0,3.9,888,1,20,1434,750.0,5047
1455,0,1,3.8,235,30,20,1066,1000.0,5047
1456,0,0,3.8,46,30,13,332,400.0,5047
1457,1,0,3.8,577,30,20,1421,900.0,5047
1458,1,0,3.9,211,30,20,840,500.0,5047
1459,0,0,4.4,343,1,62,1547,100.0,5047
1460,1,0,4.0,232,30,62,1561,400.0,5047
1461,1,0,3.7,47,30,66,844,400.0,5047
1462,1,0,3.8,74,85,20,672,1000.0,5047
1463,0,1,3.7,44,30,20,1229,550.0,5047
1464,1,0,4.1,139,30,20,1277,550.0,5047
1465,0,0,3.8,70,1,62,821,500.0,5047
1466,1,0,4.1,337,30,62,547,300.0,5047
1467,1,0,3.7,133,30,20,607,700.0,5047
1468,1,0,3.8,109,30,20,1196,500.0,5047
1469,0,0,4.1,52,30,62,1547,100.0,5047
1470,1,1,3.9,142,30,20,1093,1000.0,5047
1471,1,0,3.9,134,30,62,1647,400.0,5047
1472,0,1,3.8,176,30,20,1158,1350.0,5047
1473,1,1,3.9,291,30,13,368,650.0,5047
1474,0,0,3.9,88,1,62,1547,250.0,5047
1475,0,0,3.8,265,30,62,1600,250.0,5047
1476,1,0,3.6,84,1,62,1589,250.0,5047
1477,0,0,3.8,189,1,62,1547,300.0,5047
1478,1,0,3.0,213,1,62,1428,400.0,5047
1479,0,0,3.8,39,1,62,1563,350.0,5047
1480,0,0,3.6,71,1,62,1416,250.0,5047
1481,1,1,3.8,584,30,20,1381,1200.0,5047
1482,1,1,3.7,36,30,20,586,650.0,5047
1483,1,0,3.0,290,1,62,1215,450.0,5047
1484,0,0,3.3,55,30,62,1547,150.0,5047
1485,1,0,2.6,157,30,13,346,450.0,5047
1486,1,0,2.9,177,30,20,1211,700.0,5047
1487,1,0,2.8,45,1,20,1483,800.0,5047
1488,1,0,3.3,128,1,62,1196,300.0,5047
1489,0,0,3.8,39,30,62,1587,250.0,5047
1490,1,0,3.5,41,75,44,1475,400.0,5047
1491,1,0,3.7,237,1,62,1571,200.0,5047
1492,1,0,3.9,134,30,62,866,350.0,5047
1493,1,0,4.1,414,30,62,330,500.0,5047
1494,0,0,3.8,62,1,62,1561,150.0,5047
1495,1,0,3.5,179,1,20,1208,600.0,5047
1496,1,0,3.7,97,30,62,1386,350.0,5047
1497,0,0,4.1,94,1,62,1547,100.0,5047
1498,0,0,3.4,133,30,62,1589,300.0,5047
1499,1,0,2.9,62,30,65,548,650.0,5047
1500,0,0,3.0,98,1,4,1196,800.0,5047
1501,0,0,2.7,128,1,20,604,850.0,5047
1502,1,0,3.5,80,1,62,1670,250.0,5047
1503,0,0,3.7,65,1,62,873,300.0,5047
1504,0,0,3.5,52,1,62,1547,300.0,5047
1505,1,0,3.6,195,30,20,597,800.0,5047
1506,0,0,4.0,42,1,62,1615,300.0,5047
1507,0,0,3.7,168,30,13,437,400.0,5047
1508,1,0,3.7,323,30,20,609,850.0,5047
1509,0,1,4.3,1236,30,21,1480,1000.0,5047
1510,0,0,2.7,377,4,57,1292,1100.0,5047
1511,0,1,3.7,64,4,4,878,2200.0,5047
1512,1,1,4.1,970,30,54,1313,1500.0,5047
1513,1,1,4.1,442,30,60,692,1200.0,5047
1514,0,0,4.1,868,1,57,704,1200.0,5047
1515,0,1,3.8,977,1,46,878,1300.0,5047
1516,0,1,3.7,151,30,46,1158,1350.0,5047
1517,0,1,3.8,235,30,20,1066,1000.0,5047
1518,0,0,3.0,98,1,4,1196,800.0,5047
1519,0,1,3.9,284,6,20,1440,1500.0,5047
1520,1,1,4.4,4099,71,21,1527,1400.0,5047
1521,0,1,4.2,271,6,20,155,2000.0,5047
1522,1,1,4.1,3020,6,20,1398,1000.0,5047
1523,1,1,4.4,2182,6,5,1227,1400.0,5047
1524,0,1,4.3,403,6,20,1297,1800.0,5047
1525,1,0,4.0,444,6,20,1156,1200.0,5047
1526,1,1,3.9,392,6,4,282,1500.0,5047
1527,0,1,3.6,255,6,46,1397,1500.0,5047
1528,1,1,4.1,1691,6,21,1156,1100.0,5047
1529,1,1,3.7,37,6,20,589,1500.0,5047
1530,0,0,3.0,120,6,20,1345,1000.0,5047
1531,0,0,3.5,95,6,20,556,700.0,5047
1532,0,0,3.0,155,6,20,1181,800.0,5047
1533,0,0,3.8,46,6,49,898,2000.0,5047
1534,0,1,4.8,7023,53,21,1324,1500.0,5047
1535,1,1,4.4,4099,71,21,1527,1400.0,5047
1536,0,1,4.5,3421,53,20,1394,1300.0,5047
1537,0,1,4.7,881,71,20,813,1600.0,5047
1538,1,1,4.3,994,71,20,130,1300.0,5047
1539,0,0,4.3,1303,53,20,1303,1000.0,5047
1540,0,1,4.7,163,71,5,910,1500.0,5047
1541,0,0,3.9,1225,71,20,1363,1100.0,5047
1542,1,1,4.3,715,71,20,1002,1500.0,5047
1543,1,1,4.0,942,71,57,669,1300.0,5047
1544,1,0,4.3,754,71,20,1494,500.0,5047
1545,0,0,3.0,197,71,20,1196,700.0,5047
1546,0,1,3.9,52,71,46,766,1900.0,5047
1547,1,0,4.0,107,6,13,450,400.0,5047
1548,1,0,3.6,136,6,3,193,600.0,5047
1549,1,0,3.1,48,6,13,436,900.0,5047
1550,1,0,4.0,74,6,17,433,600.0,5047
1551,0,0,3.7,47,6,13,332,500.0,5047
1552,0,0,3.8,114,6,13,434,550.0,5047
1553,1,1,4.0,341,6,13,374,1000.0,5047
1554,1,0,4.3,556,71,33,955,500.0,5047
1555,1,0,4.3,894,71,13,464,600.0,5047
1556,1,0,4.3,149,71,13,473,800.0,5047
1557,1,0,3.7,94,53,13,360,700.0,5047
1558,1,0,4.4,632,6,29,930,500.0,2312
1559,1,0,3.4,414,53,62,1196,400.0,5047
1560,1,0,3.9,146,6,20,1186,650.0,71
1561,1,0,4.1,166,6,72,1392,500.0,5047
1562,1,0,3.2,113,53,29,923,450.0,5047
1563,1,0,3.8,240,6,62,1597,200.0,2721
1564,1,0,2.9,313,6,62,1196,450.0,5047
1565,1,0,3.3,294,71,62,1055,400.0,5047
1566,1,0,4.3,166,22,29,1156,400.0,564
1567,1,0,4.4,278,71,29,1340,400.0,5047
1568,1,0,3.8,230,53,62,197,300.0,535
1569,1,0,3.9,782,22,62,1196,300.0,5047
1570,1,0,2.9,248,6,62,1196,400.0,5047
1571,1,0,3.8,62,71,62,322,500.0,5047
1572,1,0,4.0,532,6,62,1196,300.0,5047
1573,1,0,4.5,141,22,30,773,400.0,5047
1574,1,0,3.8,68,53,62,227,200.0,5047
1575,1,1,4.0,533,22,20,1156,600.0,5047
1576,1,0,4.2,258,71,20,1451,700.0,5047
1577,1,0,4.2,3334,53,20,304,600.0,5047
1578,1,0,3.9,1233,6,20,1288,500.0,5047
1579,1,1,3.8,188,71,20,98,800.0,5047
1580,1,0,3.8,419,6,20,238,900.0,5047
1581,1,0,3.8,2084,6,20,1402,750.0,5047
1582,1,0,3.7,833,53,20,286,550.0,5047
1583,1,0,4.0,152,6,69,1121,400.0,5047
1584,1,0,3.8,87,22,62,1235,400.0,3152
1585,1,0,2.9,666,53,20,117,800.0,5047
1586,1,0,3.9,105,53,30,959,400.0,5047
1587,1,0,3.9,214,6,62,235,400.0,5047
1588,1,0,4.0,77,6,62,1589,300.0,101
1589,1,0,3.8,132,71,62,302,300.0,5047
1590,1,0,4.2,567,22,20,1300,550.0,5047
1591,1,0,4.1,164,6,72,1465,600.0,5047
1592,1,0,4.0,316,22,12,1652,250.0,437
1593,1,1,4.4,3738,22,22,1468,600.0,5047
1594,1,0,3.9,343,22,62,1156,300.0,5047
1595,1,0,3.8,62,53,20,1589,400.0,2713
1596,1,0,4.1,87,71,29,1156,300.0,138
1597,1,0,3.8,44,71,29,282,600.0,5047
1598,1,0,4.0,894,6,20,266,750.0,5047
1599,1,0,3.8,832,71,29,271,650.0,5047
1600,1,1,4.0,903,53,20,45,750.0,5047
1601,1,0,3.2,380,71,62,322,450.0,5047
1602,1,0,3.8,798,53,29,1429,450.0,5047
1603,1,0,3.4,692,6,20,1523,600.0,5047
